id_cliente,nombre,email,genero,fecha_nacimiento,ciudad,segmento,motivo_rechazo
571,Carmen Reyes Ortiz,carmen.reyes.ortiz4@mail.com,Femenino,,San Salvador,vip,fechaNacimiento_vacio
572,Paula Vasquez Cruz,paula.vasquez.cruz5@correo.com,Femenino,,Sonsonate,vip,fechaNacimiento_vacio
574,Carmen Hernandez Gomez,carmen.hernandez.gomez0@mail.com,Masculino,,San Miguel,regular,fechaNacimiento_vacio
575,Valeria Gomez Garcia,valeria.gomez.garcia1@seguro.sv,,,San Salvador,regular,genero_vacio;fechaNacimiento_vacio
576,Carmen Chavez Garcia,carmen.chavez.garcia2@correo.com,Femenino,,Santa Ana,vip,fechaNacimiento_vacio
577,Luis Ortiz Rojas,luis.ortiz.rojas3@mail.com,,,San Salvador,vip,genero_vacio;fechaNacimiento_vacio
578,Maria Santos Flores,maria.santos.flores4@seguro.sv,Femenino,,San Salvador,regular,fechaNacimiento_vacio
579,Luis Reyes Morales,luis.reyes.morales5@seguro.sv,,,La Libertad,No especificado,genero_vacio;fechaNacimiento_vacio
582,Carlos Ramirez Gomez,carlos.ramirez.gomez1@seguro.sv,Masculino,,San Miguel,vip,fechaNacimiento_vacio
583,Pedro Aguilar Garcia,pedro.aguilar.garcia2@correo.com,Femenino,,Santa Ana,No especificado,fechaNacimiento_vacio
584,Diego Aguilar Morales,diego.aguilar.morales3@example.com,,1945-08-26,La Libertad,vip,genero_vacio
585,Marta Martinez Reyes,marta.martinez.reyes4@seguro.sv,Masculino,,Sonsonate,No especificado,fechaNacimiento_vacio
586,Luis Santos Cruz,luis.santos.cruz5@correo.com,,,La Libertad,vip,genero_vacio;fechaNacimiento_vacio
587,Diego Perez Lopez,diego.perez.lopez6@example.com,Masculino,,Sonsonate,No especificado,fechaNacimiento_vacio
588,Maria Hernandez Hernandez,maria.hernandez.hernandez0@gmail.com,Masculino,,Santa Ana,regular,fechaNacimiento_vacio
589,Lucia Reyes Hernandez,lucia.reyes.hernandez1@correo.com,Femenino,,San Salvador,premium,fechaNacimiento_vacio
590,Marta Garcia Hernandez,marta.garcia.hernandez2@seguro.sv,Femenino,,Sonsonate,pyme,fechaNacimiento_vacio
591,Diego Santos Martinez,diego.santos.martinez3@gmail.com,,,San Salvador,vip,genero_vacio;fechaNacimiento_vacio
592,Ana Lopez Gomez,ana.lopez.gomez4@gmail.com,Femenino,,La Libertad,premium,fechaNacimiento_vacio
593,Luis Flores Mendoza,luis.flores.mendoza5@correo.com,Femenino,,Sonsonate,pyme,fechaNacimiento_vacio
594,Karla Garcia Castillo,karla.garcia.castillo6@gmail.com,Masculino,,San Salvador,vip,fechaNacimiento_vacio
595,Karla Vasquez Ortiz,karla.vasquez.ortiz0@correo.com,Femenino,,Santa Ana,premium,fechaNacimiento_vacio
596,Ricardo Aguilar Gomez,ricardo.aguilar.gomez1@mail.com,Femenino,,San Miguel,pyme,fechaNacimiento_vacio
597,Valeria Reyes Torres,valeria.reyes.torres2@seguro.sv,Femenino,,San Salvador,premium,fechaNacimiento_vacio
598,Carmen Lopez Aguilar,carmen.lopez.aguilar3@correo.com,,1986-03-12,Sonsonate,pyme,genero_vacio
599,Sofia Reyes Cruz,sofia.reyes.cruz4@correo.com,Masculino,,La Libertad,pyme,fechaNacimiento_vacio
600,Diego Garcia Aguilar,diego.garcia.aguilar5@seguro.sv,Femenino,,Sonsonate,premium,fechaNacimiento_vacio
601,Lucia Vasquez Perez,lucia.vasquez.perez6@example.com,Femenino,,San Miguel,vip,fechaNacimiento_vacio
602,Jorge Martinez Flores,jorge.martinez.flores0@seguro.sv,,,Santa Ana,premium,genero_vacio;fechaNacimiento_vacio
604,Andres Mendoza Aguilar,andres.mendoza.aguilar2@seguro.sv,Femenino,,La Libertad,premium,fechaNacimiento_vacio
606,Juan Aguilar Mendoza,juan.aguilar.mendoza4@seguro.sv,,,La Libertad,premium,genero_vacio;fechaNacimiento_vacio
607,Maria Ortiz Lopez,maria.ortiz.lopez5@correo.com,Femenino,,San Miguel,vip,fechaNacimiento_vacio
608,Ana Aguilar Castillo,ana.aguilar.castillo6@gmail.com,Femenino,,La Libertad,premium,fechaNacimiento_vacio
609,Lucia Gomez Vasquez,lucia.gomez.vasquez0@mail.com,Masculino,,La Libertad,No especificado,fechaNacimiento_vacio
611,Marta Martinez Mendoza,marta.martinez.mendoza2@mail.com,Masculino,,San Miguel,No especificado,fechaNacimiento_vacio
612,Juan Vasquez Vasquez,juan.vasquez.vasquez3@mail.com,Masculino,,Santa Ana,premium,fechaNacimiento_vacio
613,Fernanda Hernandez Aguilar,fernanda.hernandez.aguilar4@gmail.com,Masculino,,San Miguel,regular,fechaNacimiento_vacio
614,Daniela Rojas Flores,daniela.rojas.flores5@example.com,,,Sonsonate,vip,genero_vacio;fechaNacimiento_vacio
615,Ricardo Ortiz Ortiz,ricardo.ortiz.ortiz6@example.com,Masculino,,Santa Ana,vip,fechaNacimiento_vacio
616,Maria Morales Gomez,maria.morales.gomez0@mail.com,Masculino,,San Miguel,premium,fechaNacimiento_vacio
617,Ricardo Perez Ramirez,ricardo.perez.ramirez1@mail.com,Femenino,,Sonsonate,pyme,fechaNacimiento_vacio
618,Pedro Rojas Chavez,pedro.rojas.chavez2@example.com,Masculino,,San Salvador,No especificado,fechaNacimiento_vacio
619,Marta Rojas Santos,marta.rojas.santos3@example.com,,1970-10-02,Sonsonate,pyme,genero_vacio
620,Paula Castillo Santos,paula.castillo.santos4@example.com,Femenino,,Santa Ana,regular,fechaNacimiento_vacio
621,Carlos Martinez Perez,carlos.martinez.perez5@correo.com,Femenino,,Sonsonate,premium,fechaNacimiento_vacio
622,Carmen Perez Gomez,carmen.perez.gomez6@example.com,Femenino,,La Libertad,regular,fechaNacimiento_vacio
623,Carmen Ramirez Ortiz,carmen.ramirez.ortiz0@example.com,Femenino,,San Miguel,No especificado,fechaNacimiento_vacio
624,Carmen Ortiz Castillo,carmen.ortiz.castillo1@seguro.sv,,,La Libertad,premium,genero_vacio;fechaNacimiento_vacio
625,Ana Ortiz Mendoza,ana.ortiz.mendoza2@example.com,,,Sonsonate,No especificado,genero_vacio;fechaNacimiento_vacio
628,Diego Flores Ramirez,diego.flores.ramirez5@seguro.sv,Masculino,,Sonsonate,premium,fechaNacimiento_vacio
629,Ricardo Reyes Torres,ricardo.reyes.torres6@mail.com,Masculino,,La Libertad,pyme,fechaNacimiento_vacio
630,Pedro Morales Vasquez,pedro.morales.vasquez0@example.com,Femenino,,Sonsonate,premium,fechaNacimiento_vacio
631,Paula Rojas Chavez,paula.rojas.chavez1@seguro.sv,,,Sonsonate,vip,genero_vacio;fechaNacimiento_vacio
632,Luis Ramirez Castillo,luis.ramirez.castillo2@gmail.com,Femenino,,Sonsonate,vip,fechaNacimiento_vacio
633,Ana Rojas Flores,ana.rojas.flores3@seguro.sv,Femenino,,Santa Ana,pyme,fechaNacimiento_vacio
634,Carlos Ortiz Aguilar,carlos.ortiz.aguilar4@example.com,Femenino,,La Libertad,pyme,fechaNacimiento_vacio
635,Diego Lopez Lopez,diego.lopez.lopez5@seguro.sv,Masculino,,La Libertad,pyme,fechaNacimiento_vacio
636,Diego Lopez Hernandez,diego.lopez.hernandez6@mail.com,Femenino,,Sonsonate,No especificado,fechaNacimiento_vacio
638,Jorge Martinez Perez,jorge.martinez.perez1@correo.com,Femenino,,San Salvador,regular,fechaNacimiento_vacio
639,Andres Vasquez Martinez,andres.vasquez.martinez2@mail.com,Masculino,,Santa Ana,No especificado,fechaNacimiento_vacio
640,Carmen Ortiz Reyes,carmen.ortiz.reyes3@example.com,Femenino,,San Salvador,No especificado,fechaNacimiento_vacio
641,Pedro Perez Lopez,pedro.perez.lopez4@example.com,,,San Miguel,vip,genero_vacio;fechaNacimiento_vacio
643,Andres Chavez Garcia,andres.chavez.garcia6@mail.com,,,San Miguel,premium,genero_vacio;fechaNacimiento_vacio
644,Paula Torres Mendoza,paula.torres.mendoza0@correo.com,Femenino,,San Salvador,premium,fechaNacimiento_vacio
645,Luis Cruz Castillo,luis.cruz.castillo1@mail.com,,,San Salvador,pyme,genero_vacio;fechaNacimiento_vacio
646,Andres Martinez Ramirez,andres.martinez.ramirez2@gmail.com,Femenino,,La Libertad,regular,fechaNacimiento_vacio
648,Carmen Vasquez Lopez,carmen.vasquez.lopez4@example.com,Femenino,,San Miguel,No especificado,fechaNacimiento_vacio
650,Carmen Ortiz Lopez,carmen.ortiz.lopez6@correo.com,Masculino,,San Miguel,premium,fechaNacimiento_vacio
652,Marta Hernandez Chavez,marta.hernandez.chavez1@seguro.sv,Femenino,,Sonsonate,vip,fechaNacimiento_vacio
653,Marta Aguilar Hernandez,marta.aguilar.hernandez2@gmail.com,Femenino,,Santa Ana,pyme,fechaNacimiento_vacio
654,Carlos Rojas Ramirez,carlos.rojas.ramirez3@seguro.sv,Masculino,,Santa Ana,pyme,fechaNacimiento_vacio
655,Jose Morales Chavez,jose.morales.chavez4@mail.com,Masculino,,La Libertad,No especificado,fechaNacimiento_vacio
657,Andres Aguilar Flores,andres.aguilar.flores6@gmail.com,Femenino,,La Libertad,pyme,fechaNacimiento_vacio
658,Karla Morales Aguilar,karla.morales.aguilar0@seguro.sv,Masculino,,San Miguel,pyme,fechaNacimiento_vacio
659,Diego Perez Lopez,diego.perez.lopez1@mail.com,,,Santa Ana,No especificado,genero_vacio;fechaNacimiento_vacio
662,Jose Morales Chavez,jose.morales.chavez4@seguro.sv,,,San Salvador,No especificado,genero_vacio;fechaNacimiento_vacio
663,Carlos Gomez Aguilar,carlos.gomez.aguilar5@seguro.sv,,,Sonsonate,No especificado,genero_vacio;fechaNacimiento_vacio
664,Fernanda Santos Aguilar,fernanda.santos.aguilar6@correo.com,Masculino,,La Libertad,pyme,fechaNacimiento_vacio
665,Jorge Morales Torres,jorge.morales.torres0@example.com,Femenino,,San Salvador,vip,fechaNacimiento_vacio
666,Luis Vasquez Vasquez,luis.vasquez.vasquez1@mail.com,Masculino,,La Libertad,pyme,fechaNacimiento_vacio
667,Pedro Vasquez Rojas,pedro.vasquez.rojas2@correo.com,Masculino,,San Miguel,vip,fechaNacimiento_vacio
668,Maria Castillo Hernandez,maria.castillo.hernandez3@gmail.com,Femenino,,La Libertad,No especificado,fechaNacimiento_vacio
669,Daniela Rojas Flores,daniela.rojas.flores4@gmail.com,Femenino,,La Libertad,pyme,fechaNacimiento_vacio
670,Marta Santos Hernandez,marta.santos.hernandez5@correo.com,Femenino,,Sonsonate,premium,fechaNacimiento_vacio
671,Karla Castillo Vasquez,karla.castillo.vasquez6@mail.com,Masculino,,San Miguel,vip,fechaNacimiento_vacio
672,Carlos Santos Morales,carlos.santos.morales0@mail.com,Femenino,,Sonsonate,regular,fechaNacimiento_vacio
673,Maria Santos Mendoza,maria.santos.mendoza1@example.com,Masculino,,Sonsonate,pyme,fechaNacimiento_vacio
674,Fernanda Reyes Ramirez,fernanda.reyes.ramirez2@gmail.com,Masculino,,Sonsonate,vip,fechaNacimiento_vacio
676,Juan Mendoza Ramirez,juan.mendoza.ramirez4@correo.com,Femenino,,La Libertad,regular,fechaNacimiento_vacio
678,Jose Perez Ramirez,jose.perez.ramirez6@example.com,,,Sonsonate,pyme,genero_vacio;fechaNacimiento_vacio
680,Ana Martinez Garcia,ana.martinez.garcia1@mail.com,,,San Salvador,premium,genero_vacio;fechaNacimiento_vacio
683,Sofia Perez Hernandez,sofia.perez.hernandez4@example.com,,,San Miguel,vip,genero_vacio;fechaNacimiento_vacio
684,Ricardo Ortiz Vasquez,ricardo.ortiz.vasquez5@example.com,Masculino,,La Libertad,regular,fechaNacimiento_vacio
686,Valeria Ortiz Morales,valeria.ortiz.morales0@example.com,Masculino,,Sonsonate,pyme,fechaNacimiento_vacio
687,Lucia Lopez Morales,lucia.lopez.morales1@correo.com,Femenino,,Santa Ana,regular,fechaNacimiento_vacio
688,Andres Martinez Flores,andres.martinez.flores2@seguro.sv,,,San Miguel,vip,genero_vacio;fechaNacimiento_vacio
689,Carmen Flores Mendoza,carmen.flores.mendoza3@gmail.com,Masculino,,La Libertad,vip,fechaNacimiento_vacio
691,Diego Mendoza Perez,diego.mendoza.perez5@example.com,,,Santa Ana,premium,genero_vacio;fechaNacimiento_vacio
692,Jorge Reyes Castillo,jorge.reyes.castillo6@example.com,Femenino,,La Libertad,premium,fechaNacimiento_vacio
693,Ana Lopez Ortiz,ana.lopez.ortiz0@correo.com,Masculino,,Santa Ana,premium,fechaNacimiento_vacio
694,Juan Morales Torres,juan.morales.torres1@correo.com,Masculino,,Santa Ana,vip,fechaNacimiento_vacio
695,Ana Mendoza Rojas,ana.mendoza.rojas2@seguro.sv,Masculino,,San Salvador,premium,fechaNacimiento_vacio
696,Sofia Flores Castillo,sofia.flores.castillo3@correo.com,,,Sonsonate,regular,genero_vacio;fechaNacimiento_vacio
697,Sofia Rojas Gomez,sofia.rojas.gomez4@mail.com,Femenino,,Santa Ana,pyme,fechaNacimiento_vacio
698,Diego Vasquez Santos,diego.vasquez.santos5@mail.com,Femenino,,Santa Ana,pyme,fechaNacimiento_vacio
700,Diego Aguilar Vasquez,diego.aguilar.vasquez0@gmail.com,Femenino,,San Miguel,No especificado,fechaNacimiento_vacio
702,Daniela Aguilar Reyes,daniela.aguilar.reyes2@example.com,Masculino,,Santa Ana,vip,fechaNacimiento_vacio
703,Marta Martinez Perez,marta.martinez.perez3@example.com,Femenino,,San Miguel,No especificado,fechaNacimiento_vacio
704,Valeria Mendoza Reyes,valeria.mendoza.reyes4@example.com,,,Sonsonate,vip,genero_vacio;fechaNacimiento_vacio
705,Sofia Perez Martinez,sofia.perez.martinez5@seguro.sv,Femenino,,La Libertad,vip,fechaNacimiento_vacio
706,Ricardo Martinez Chavez,ricardo.martinez.chavez6@gmail.com,,,La Libertad,premium,genero_vacio;fechaNacimiento_vacio
708,Sofia Santos Lopez,sofia.santos.lopez1@correo.com,,,Santa Ana,vip,genero_vacio;fechaNacimiento_vacio
709,Marta Lopez Castillo,marta.lopez.castillo2@mail.com,,,Sonsonate,regular,genero_vacio;fechaNacimiento_vacio
710,Luis Lopez Garcia,luis.lopez.garcia3@seguro.sv,,,Sonsonate,regular,genero_vacio;fechaNacimiento_vacio
711,Juan Torres Chavez,juan.torres.chavez4@gmail.com,Femenino,,San Salvador,regular,fechaNacimiento_vacio
712,Juan Garcia Ortiz,juan.garcia.ortiz5@seguro.sv,Femenino,,Santa Ana,vip,fechaNacimiento_vacio
713,Ana Ramirez Gomez,ana.ramirez.gomez6@example.com,Masculino,,San Salvador,pyme,fechaNacimiento_vacio
715,Lucia Aguilar Flores,lucia.aguilar.flores1@mail.com,,,Sonsonate,pyme,genero_vacio;fechaNacimiento_vacio
716,Andres Garcia Martinez,andres.garcia.martinez2@seguro.sv,Masculino,,Santa Ana,No especificado,fechaNacimiento_vacio
717,Daniela Garcia Castillo,daniela.garcia.castillo3@seguro.sv,Femenino,,Santa Ana,premium,fechaNacimiento_vacio
719,Andres Hernandez Chavez,andres.hernandez.chavez5@example.com,Femenino,,Sonsonate,No especificado,fechaNacimiento_vacio
720,Ana Hernandez Chavez,ana.hernandez.chavez6@seguro.sv,Femenino,,La Libertad,regular,fechaNacimiento_vacio
721,Jorge Chavez Chavez,jorge.chavez.chavez0@example.com,Femenino,,Santa Ana,No especificado,fechaNacimiento_vacio
722,Valeria Hernandez Rojas,valeria.hernandez.rojas1@seguro.sv,Masculino,,Santa Ana,pyme,fechaNacimiento_vacio
723,Lucia Torres Aguilar,lucia.torres.aguilar2@gmail.com,Femenino,,San Miguel,premium,fechaNacimiento_vacio
724,Luis Lopez Ramirez,luis.lopez.ramirez3@correo.com,Femenino,,La Libertad,premium,fechaNacimiento_vacio
725,Andres Ortiz Ramirez,andres.ortiz.ramirez4@seguro.sv,Femenino,,La Libertad,vip,fechaNacimiento_vacio
726,Carmen Perez Chavez,carmen.perez.chavez5@seguro.sv,Femenino,,Santa Ana,No especificado,fechaNacimiento_vacio
727,Lucia Martinez Reyes,lucia.martinez.reyes6@seguro.sv,,,Sonsonate,No especificado,genero_vacio;fechaNacimiento_vacio
728,Carlos Martinez Aguilar,carlos.martinez.aguilar0@gmail.com,Femenino,,Santa Ana,No especificado,fechaNacimiento_vacio
729,Ana Rojas Santos,ana.rojas.santos1@example.com,Masculino,,La Libertad,pyme,fechaNacimiento_vacio
730,Karla Vasquez Chavez,karla.vasquez.chavez2@correo.com,Femenino,,La Libertad,pyme,fechaNacimiento_vacio
731,Diego Mendoza Cruz,diego.mendoza.cruz3@example.com,Femenino,,Santa Ana,pyme,fechaNacimiento_vacio
732,Andres Vasquez Aguilar,andres.vasquez.aguilar4@correo.com,Femenino,,San Miguel,pyme,fechaNacimiento_vacio
733,Luis Gomez Ramirez,luis.gomez.ramirez5@mail.com,,,San Miguel,premium,genero_vacio;fechaNacimiento_vacio
734,Fernanda Martinez Lopez,fernanda.martinez.lopez6@example.com,Masculino,,Santa Ana,vip,fechaNacimiento_vacio
735,Maria Reyes Rojas,maria.reyes.rojas0@mail.com,Masculino,,La Libertad,regular,fechaNacimiento_vacio
736,Pedro Martinez Ortiz,pedro.martinez.ortiz1@gmail.com,Femenino,,San Salvador,pyme,fechaNacimiento_vacio
737,Jose Hernandez Torres,jose.hernandez.torres2@mail.com,Masculino,,Sonsonate,premium,fechaNacimiento_vacio
738,Jose Ramirez Vasquez,jose.ramirez.vasquez3@seguro.sv,Masculino,,San Salvador,regular,fechaNacimiento_vacio
739,Marta Perez Hernandez,marta.perez.hernandez4@seguro.sv,Femenino,,La Libertad,regular,fechaNacimiento_vacio
740,Daniela Gomez Garcia,daniela.gomez.garcia5@seguro.sv,Femenino,,Santa Ana,pyme,fechaNacimiento_vacio
741,Diego Perez Rojas,diego.perez.rojas6@seguro.sv,Masculino,,San Salvador,premium,fechaNacimiento_vacio
742,Ana Mendoza Garcia,ana.mendoza.garcia0@seguro.sv,Femenino,,San Salvador,vip,fechaNacimiento_vacio
743,Luis Santos Martinez,luis.santos.martinez1@gmail.com,Femenino,,La Libertad,regular,fechaNacimiento_vacio
744,Marta Vasquez Lopez,marta.vasquez.lopez2@gmail.com,Femenino,,La Libertad,No especificado,fechaNacimiento_vacio
745,Karla Torres Chavez,karla.torres.chavez3@seguro.sv,Masculino,,San Salvador,No especificado,fechaNacimiento_vacio
746,Marta Morales Perez,marta.morales.perez4@example.com,Masculino,,Sonsonate,regular,fechaNacimiento_vacio
747,Daniela Reyes Gomez,daniela.reyes.gomez5@gmail.com,Femenino,,Santa Ana,pyme,fechaNacimiento_vacio
748,Daniela Hernandez Martinez,daniela.hernandez.martinez6@gmail.com,Femenino,,San Salvador,pyme,fechaNacimiento_vacio
750,Pedro Castillo Castillo,pedro.castillo.castillo1@gmail.com,Masculino,,La Libertad,premium,fechaNacimiento_vacio
751,Jose Reyes Mendoza,jose.reyes.mendoza2@example.com,,,Santa Ana,pyme,genero_vacio;fechaNacimiento_vacio
752,Maria Garcia Martinez,maria.garcia.martinez3@seguro.sv,Masculino,,San Salvador,No especificado,fechaNacimiento_vacio
753,Lucia Santos Ortiz,lucia.santos.ortiz4@example.com,Femenino,,La Libertad,pyme,fechaNacimiento_vacio
755,Paula Aguilar Martinez,paula.aguilar.martinez6@gmail.com,Femenino,,Sonsonate,vip,fechaNacimiento_vacio
756,Jose Vasquez Santos,jose.vasquez.santos0@correo.com,Masculino,,San Miguel,regular,fechaNacimiento_vacio
757,Carlos Aguilar Lopez,carlos.aguilar.lopez1@gmail.com,,,San Miguel,premium,genero_vacio;fechaNacimiento_vacio
758,Carmen Aguilar Lopez,carmen.aguilar.lopez2@mail.com,Femenino,,La Libertad,regular,fechaNacimiento_vacio
759,Jorge Chavez Reyes,jorge.chavez.reyes3@gmail.com,Femenino,,Sonsonate,pyme,fechaNacimiento_vacio
760,Paula Perez Reyes,paula.perez.reyes4@gmail.com,,,Santa Ana,regular,genero_vacio;fechaNacimiento_vacio
761,Fernanda Martinez Chavez,fernanda.martinez.chavez5@mail.com,Femenino,,Sonsonate,No especificado,fechaNacimiento_vacio
762,Jose Ortiz Garcia,jose.ortiz.garcia6@gmail.com,Femenino,,Sonsonate,premium,fechaNacimiento_vacio
763,Ricardo Mendoza Lopez,ricardo.mendoza.lopez0@gmail.com,Femenino,,San Miguel,premium,fechaNacimiento_vacio
764,Jorge Chavez Garcia,jorge.chavez.garcia1@example.com,,2012-05-23,San Salvador,vip,genero_vacio
765,Marta Rojas Gomez,marta.rojas.gomez2@gmail.com,Femenino,,San Miguel,vip,fechaNacimiento_vacio
766,Jose Ortiz Gomez,jose.ortiz.gomez3@example.com,Masculino,,San Miguel,premium,fechaNacimiento_vacio
767,Juan Torres Reyes,juan.torres.reyes4@mail.com,Femenino,,San Salvador,premium,fechaNacimiento_vacio
768,Andres Reyes Flores,andres.reyes.flores5@mail.com,Femenino,,Santa Ana,No especificado,fechaNacimiento_vacio
769,Diego Aguilar Mendoza,diego.aguilar.mendoza6@mail.com,Femenino,,San Miguel,No especificado,fechaNacimiento_vacio
770,Andres Garcia Aguilar,andres.garcia.aguilar0@correo.com,Femenino,,Sonsonate,vip,fechaNacimiento_vacio
772,Fernanda Gomez Cruz,fernanda.gomez.cruz2@gmail.com,,,San Salvador,No especificado,genero_vacio;fechaNacimiento_vacio
774,Sofia Santos Mendoza,sofia.santos.mendoza4@gmail.com,Femenino,,San Miguel,pyme,fechaNacimiento_vacio
776,Paula Flores Cruz,paula.flores.cruz6@example.com,Masculino,,Sonsonate,vip,fechaNacimiento_vacio
777,Luis Lopez Torres,luis.lopez.torres0@correo.com,,2030-01-22,La Libertad,No especificado,genero_vacio
778,Maria Garcia Ortiz,maria.garcia.ortiz1@seguro.sv,Masculino,,San Miguel,No especificado,fechaNacimiento_vacio
779,Pedro Morales Gomez,pedro.morales.gomez2@mail.com,Masculino,,San Miguel,pyme,fechaNacimiento_vacio
780,Ana Cruz Lopez,ana.cruz.lopez3@example.com,Masculino,,Sonsonate,premium,fechaNacimiento_vacio
781,Diego Aguilar Vasquez,diego.aguilar.vasquez4@gmail.com,Masculino,,Santa Ana,vip,fechaNacimiento_vacio
783,Maria Santos Perez,maria.santos.perez6@example.com,Femenino,,Sonsonate,premium,fechaNacimiento_vacio
784,Ana Ortiz Torres,ana.ortiz.torres0@seguro.sv,Femenino,,San Salvador,pyme,fechaNacimiento_vacio
786,Valeria Rojas Ortiz,valeria.rojas.ortiz2@seguro.sv,Masculino,,San Salvador,vip,fechaNacimiento_vacio
787,Diego Rojas Garcia,diego.rojas.garcia3@example.com,Femenino,,San Salvador,pyme,fechaNacimiento_vacio
788,Andres Lopez Santos,andres.lopez.santos4@example.com,Femenino,,San Salvador,premium,fechaNacimiento_vacio
790,Jorge Hernandez Garcia,jorge.hernandez.garcia6@seguro.sv,Femenino,,Santa Ana,pyme,fechaNacimiento_vacio
791,Juan Castillo Torres,juan.castillo.torres0@mail.com,Masculino,,Sonsonate,regular,fechaNacimiento_vacio
793,Paula Rojas Torres,paula.rojas.torres2@mail.com,,1995-07-21,San Miguel,premium,genero_vacio
795,Pedro Rojas Aguilar,pedro.rojas.aguilar4@correo.com,Masculino,,San Salvador,premium,fechaNacimiento_vacio
798,Daniela Ortiz Martinez,daniela.ortiz.martinez0@correo.com,Masculino,,San Salvador,premium,fechaNacimiento_vacio
799,Ricardo Chavez Torres,ricardo.chavez.torres1@gmail.com,Femenino,,Sonsonate,pyme,fechaNacimiento_vacio
800,Marta Gomez Hernandez,marta.gomez.hernandez2@mail.com,,,San Salvador,premium,genero_vacio;fechaNacimiento_vacio
801,Paula Torres Ramirez,paula.torres.ramirez3@example.com,,,La Libertad,vip,genero_vacio;fechaNacimiento_vacio
802,Pedro Lopez Garcia,pedro.lopez.garcia4@mail.com,Femenino,,La Libertad,No especificado,fechaNacimiento_vacio
803,Pedro Martinez Lopez,pedro.martinez.lopez5@correo.com,Masculino,,Santa Ana,No especificado,fechaNacimiento_vacio
804,Diego Gomez Ramirez,diego.gomez.ramirez6@example.com,Masculino,,Santa Ana,vip,fechaNacimiento_vacio
805,Marta Ramirez Castillo,marta.ramirez.castillo0@example.com,Masculino,,Sonsonate,pyme,fechaNacimiento_vacio
806,Maria Hernandez Perez,maria.hernandez.perez1@correo.com,Masculino,,San Miguel,No especificado,fechaNacimiento_vacio
807,Andres Cruz Martinez,andres.cruz.martinez2@correo.com,Masculino,,Santa Ana,premium,fechaNacimiento_vacio
808,Juan Flores Perez,juan.flores.perez3@seguro.sv,Masculino,,La Libertad,vip,fechaNacimiento_vacio
809,Carmen Mendoza Morales,carmen.mendoza.morales4@gmail.com,Femenino,,Sonsonate,premium,fechaNacimiento_vacio
810,Marta Vasquez Mendoza,marta.vasquez.mendoza5@seguro.sv,,,Sonsonate,No especificado,genero_vacio;fechaNacimiento_vacio
811,Juan Ramirez Cruz,juan.ramirez.cruz6@correo.com,,,San Miguel,pyme,genero_vacio;fechaNacimiento_vacio
812,Jorge Gomez Vasquez,jorge.gomez.vasquez0@correo.com,Masculino,,La Libertad,regular,fechaNacimiento_vacio
813,Diego Santos Martinez,diego.santos.martinez1@example.com,,,La Libertad,pyme,genero_vacio;fechaNacimiento_vacio
814,Pedro Aguilar Reyes,pedro.aguilar.reyes2@correo.com,,,San Miguel,regular,genero_vacio;fechaNacimiento_vacio
815,Maria Castillo Mendoza,maria.castillo.mendoza3@mail.com,Femenino,,San Salvador,vip,fechaNacimiento_vacio
816,Pedro Martinez Ortiz,pedro.martinez.ortiz4@example.com,Femenino,,San Miguel,No especificado,fechaNacimiento_vacio
817,Luis Ortiz Flores,luis.ortiz.flores5@example.com,Femenino,,La Libertad,vip,fechaNacimiento_vacio
818,Ricardo Mendoza Perez,ricardo.mendoza.perez6@correo.com,,,Sonsonate,No especificado,genero_vacio;fechaNacimiento_vacio
819,Paula Chavez Reyes,paula.chavez.reyes0@correo.com,,,Santa Ana,pyme,genero_vacio;fechaNacimiento_vacio
820,Fernanda Lopez Vasquez,fernanda.lopez.vasquez1@correo.com,Femenino,,La Libertad,regular,fechaNacimiento_vacio
821,Diego Rojas Rojas,diego.rojas.rojas2@gmail.com,Femenino,,Sonsonate,No especificado,fechaNacimiento_vacio
824,Carmen Hernandez Ortiz,carmen.hernandez.ortiz5@gmail.com,,,Santa Ana,vip,genero_vacio;fechaNacimiento_vacio
825,Lucia Castillo Ramirez,lucia.castillo.ramirez6@gmail.com,Masculino,,San Salvador,No especificado,fechaNacimiento_vacio
828,Sofia Mendoza Chavez,sofia.mendoza.chavez2@correo.com,,,La Libertad,premium,genero_vacio;fechaNacimiento_vacio
829,Daniela Reyes Santos,daniela.reyes.santos3@gmail.com,Femenino,,San Miguel,regular,fechaNacimiento_vacio
830,Carlos Morales Torres,carlos.morales.torres4@seguro.sv,Masculino,,Sonsonate,pyme,fechaNacimiento_vacio
831,Lucia Gomez Santos,lucia.gomez.santos5@mail.com,Masculino,,San Miguel,regular,fechaNacimiento_vacio
832,Maria Ramirez Aguilar,maria.ramirez.aguilar6@gmail.com,Masculino,,San Salvador,No especificado,fechaNacimiento_vacio
833,Marta Rojas Chavez,marta.rojas.chavez0@gmail.com,Femenino,,San Salvador,pyme,fechaNacimiento_vacio
834,Lucia Reyes Morales,lucia.reyes.morales1@mail.com,Femenino,,Santa Ana,pyme,fechaNacimiento_vacio
835,Ricardo Chavez Garcia,ricardo.chavez.garcia2@correo.com,,,La Libertad,premium,genero_vacio;fechaNacimiento_vacio
836,Carmen Lopez Torres,carmen.lopez.torres3@mail.com,Masculino,,Santa Ana,vip,fechaNacimiento_vacio
838,Daniela Hernandez Morales,daniela.hernandez.morales5@mail.com,Femenino,,San Salvador,premium,fechaNacimiento_vacio
